,author,text,date,stars
62,Hafsah K.,"I bookmarked this restaurant and finally had the chance to go last night. I was a little hesitant, but the reviews were too good! I made a reservation for 11:30 PM, we got there around 11:15 and the guy seemed a little hesitant to take us until I told him I had a reservation. One thing I love about the menus are that it shows you what dishes they have for vegetarians, meat options, and seafood (etc) which is awesome and way less confusing. We ordered a cheesy penne pasta, ravioli, bruschetta, salad, and desert. The food was hot and made fresh which was perfect. The tiramisu and other deserts were mouth watering. This was my first time coming here and definitely not the last. I highly recommend Mona Lisa!
",2019-04-06,5.0
63,Raquel H.,"This place was really cute. Would say it's a good diner date night place. I'm not sure how I felt about the TVs but that not anything that would change my opinion on the service or food. I did notice that no females work at this place, not sure if that's just because of a night thing or if I just missed them walking by. The food was good, I had the penne pasta with spicy sauce which was vegan approved. No cheese, had mushrooms and eggplant. The plates look small but they are deep so it is actually a lot of food. Staff was friendly and helpful. The only thing is that they didn't bring out my appetizer but also wasn't charged for it. Overall it was a pleasant experience
",2019-07-16,4.0
64,Chad M.,"Mona Lisa's was great, the food was awesome, the atmosphere was amazing and service was spectacular.
- thanks again.
",2019-04-07,5.0
65,Joma T.,"When we chose to eat here, we didn't expect anything else because we heard the food was great. What was definitely the best experience here is the people around you are very friendly! Even the owner will entertain you like a server does, and the server did an amazing job with our order. The food itself is really really great, probably the most authentic italian food i have tried. Overall we had an amazing time here and we will go back on our next visit.
",2019-08-24,5.0
66,Lisa V.,"I was pleasantly surprised to have found such a good Italian restaurant in San Fransisco. I spent two weeks in Italy last year and one of my favorite dishes was Cacio e pepe in Rome. The dish at this restaurant is the best version I've had in the U.S! The atmosphere was a little chaotic but, the food and wine were excellent. While I didn't get to walk around the area it appeared to be in a nice part of the city.
",2019-07-23,4.0
67,Lily T.,"The owner Mauricio is very hospitable and makes you feel like you are guests at his home. 
The food is amazing.  Everything is delicious. Highly recommend this restaurant in Little Italy. 
Looking forward to coming here again.
",2019-04-27,5.0
68,T M.,"Very pleasant restaurant with a vast menu, but everything seemed very good. The waiters don't rush and I felt like I could have had the table all night if I wanted. Prices are very very reasonable compared to everything else in the neighborhood.
",2019-09-08,5.0
69,Ryan D.,"Customer service and seating are on point!! Food unfortunately lacked flavor, ordered angel hair bolognese and received bland spaghetti bolognese.
",2019-07-26,2.0
70,Christopher L.,"Simply amazing the Decour inside is out of this world. If you're feeling like some good Italian food definitely don't miss Mona Lisa. Spaghetti and spicy sausage is to die for.
",2019-07-20,5.0
71,Erika P.,"Best customer service, amazing wine, and delicious Mona Lisa Fettuccini pasta! The owner Mauricio is super sweet and willing to please until you are satisfied with your meal.
",2019-07-20,4.0
72,Joe M.,"""Jalisco and Italia"" 
Best Italian place in San Francisco. The food was amazing and the atmosphere was nice. The service was exceptional and If you want to go an authentic Italian restaurant where they make you feel like family, this is the place!!
",2019-09-16,5.0
73,Ellen H.,"It was Valentine's Day and every restaurant was full of couples looking lovely into each other's eyes. We needed a late night dinner spot  without having made a reservation beforehand, yikes. What seemed like an impossible task was made very easy by Yelp Reservations. We did a quick search, were able to make a reservation around 10pm and were seated immediately upon arrival in a still busy restaurant. 

The staff was very courteous and friendly, which was very surprising after what must have been one of the busiest evenings of the year. Two minutes after being seated, we had already received yummy bread and our orders had already been taken.

We were a party of 4 and we each ordered different dishes, from eggplant parmigiana to pizza to pasta. EVERY single dish was amazing! While we are spoiled with good Italian restaurants in this area, Mona Lisa very much impressed me. They serve exactly the type of cheesy, homey, hearty food that I want when stepping into an Italian restaurant. It does not get better than this.
",2019-03-18,5.0
74,Alex M.,"Great food but shitty service. They are crowded (even on Sunday) and didn't honor the reservation time (took 30 extra mins so why even reserve). The manager/guy at the front was rude and unable to handle the high volume of clients he had, he needs a chill pill ;) 

The food is good but I'd recommend one of the other many choices for Italian on the same street if you want reliable service.
",2019-07-21,3.0
75,Gianluca P.,"Below average Italian food. Pizza was not great, calamari starter soggy.
Service very good
",2019-09-15,3.0
76,Andrea L.,"If you ever find yourself in North Beach and your hungry stop here. We enjoyed dinner in the cutest dining car. The food was fantastic and the hospitality even better.
",2019-09-13,5.0
77,Reggie R.,"We had a confirmed reservation for 7:15 pm. We arrived at approximately 7:20 pm and we were rudely greeted by a disgruntled older male  manager/owner and told the reservation was for 7:00 pm. He informed us there would be a 10-15 minute wait and stringed us along till 8:05 pm. We decided not to dine here and went to another Italian restaurant @ the corner of Columbus and Stockton which had EXCELLENT SERVICE AND GREAT TASTING FOOD!  

I can just imagine what the rest of our dining experience would have been like if we decided to dine @ Mona Lisa.  Do yourself a favor and skip this establishment since there are many other better service oriented restaurants in the area. 

If you want to learn how to discourage potential customers from patronizing your business please visit Mona Lisa to get the real ""experience.""
",2019-06-23,1.0
78,Michelle C.,"In one word I would have to say... disappointing. Our fellow Yelpers let us down with this one. We are having a hard time understanding why anyone would describe this restaurant as romantic and cozy. In my opinion it's loud and garish, which is fine if that's what you're looking for.  Loud Italian rock covers.  My husband described it as 80s music covered in Italian. 

I will say we were sat rather quickly (it was also a Tuesday night)

The bread was just ok.  My next clue that we were not in for what we were hoping for was the wine.  It was way over priced. I opted for a glass of the Cabernet that had no name on the menu.  It tasted like it was watered down.  I would have been better off with two buck chuck.  

Service was slow. My food was delivered at least 10 minutes before my husband's, which was odd since it was just the 2 of us. 

I got the lasagna which was salty and bland.  I ate half and left the rest behind, which I never do.  Lasagna is best the next day but there was no redeeming this lasagna.  

My husband got the gnocchi, which was horribly undercooked and had a gummy texture.  

Our waiter was nice enough and apologized for the wait but he never really checked to see if we needed anything.
",2019-07-09,1.0
