,author,stars,date,text
661,Gary B.,"It was our Anniversary this evening ,we had 
a wonderful evening there 2 years ago for our  first year anniversary, so we decided to return thinking it would be a wonderful thing to experience again .

Well I must say things have certainly changed . I made a reservation a week in advance online which is  the way to make them now @ Fog Harbor ,  all online , and when you do make the reservation , down below it ask you for any specific requests, the only 1 request we had was to get a view , table next to the window , that's what you do when dine at a beach or ocean front restaurant right ?? 

So I requested it , we showed up tonight I gave my name he saw the reservation , the man was a bit arrogant, I told him we  requested a table next to the window it's a special night ""Anniversary "", I said , he said I'll see  what i can do , I said well , I made reservation, and It was in the reservation, to have window the only 1 thing we wanted , he said no guarantees , he said walk in's get priority over reservations , then he said I'll see  what  I have  , we sat down waited  there for a few minutes,   then he ask me to follow him and he will show me to alternative options , then he did , which were terrible !! A table in the back with a view of the wall ,as well as a  booth the seated  4 people ! , I said forget it !! We just left !

I was furious, my wife was much more calm ,bless her heart , it was  our night and they didn't even really try to accommodate us ,  we wasted time going there , why make a reservation, if it does guarantee the thing you are looking for , we will ever go there again the guy was a arrogant, ass , no help nothing , terrible!  

 So never again for us ! There are better places around for sure , we just wanted to share our experience with you so you know how it can be there . Your reservation doesn't mean anything there other then to get in the place , walks ins have priority !! Ridiculous!
",2018-10-18,1.0
662,Susanne C.,"Best clam chowder I have had. We ate at the bar because the place was so busy. The bartender and servers were friendly and attentive despite the huge crowd. There seemed to be many servers. Great food and the prices were surprisingly reasonable. My husband had the sole and said it was delicious.
",2019-06-10,5.0
663,Monika C.,"Im not a fan of osyters but my family seemed to really enjoy them. The place is really nice- good atmosphere- so I would completely recommend it. the staff are also very nice and helpful
",2018-11-29,4.0
664,Lily W.,"Fog harbor is a tourist trap but boy, the food is sure amazing. We started off the meal with their award winning clam chowder, mussels fries (shallots, fennel, sambuca cream, garlic aioli), and two 5-6 oz lobster tails (oven roasted, served with drawn butter, sautéed vegetables and mashed potatoes). Those mussel fries never disappoint! Drenched with creamy mussel sauce, packed with umami flavors. Lobster tails is always 10/10. Then we ended the meal with a blondie sundae (chocolate chip style brownie square w/ walnuts, topped with vanilla ice cream, biscoff cookie crumbles and a sweet caramel drizzle). For drinks, we got the Lombard lemonade (SVEDKA raspberry vodka, black raspberry liqueur and fresh squeezed lemonade). Absolutely refreshing on this hot SF day!
",2019-04-11,5.0
665,James H.,"Fog Harbor Fish House was the final destination for our 9 person appreciaton dinner this evening. The location is awesome on pier 39 at Fishermans Warf on the Embarcadero with a stunning view of the Harbor. The location managed to awaken memories of my 1st trip here as a young teenager. The destination is the best its ever been, at least what I remember it to be. Best clam chowder ever! Dessert was Apple Crisp with a small scoop of ice cream on top. Prices are reasonable.

The service here was great as was the menu selection. I ordered the Seared Ahi Tuna. Pretty good. Our guests were happy with thier selections as well. I am already looking forward to my next visit here. Be sure to call ahead for reservations.
",2017-11-16,5.0
666,Victoria K.,"Seriously the best!! Clam chowder, scallop and crab risotto, calamari, cioppino are to die for. I truly wished that had a location in Las Vegas so I can experience the wonders of this restaurant more often. Whenever I visit SF again this will definitely be on the list!!!
",2018-10-09,5.0
667,Brenda L.,"Great service, great seafood, great view. I recommend going during the sunset because it's a beautiful lookout. Very delicious grilled shrimp. Salad and potatoes on the side are awesome. On the other side, place can be a bit crowded too.
",2018-04-10,4.0
668,Thomas G.,"Came for some seafood because of good reviews, but was definitely disappointed.

Food: 
ordered seafood platter for 2 for $70 and added garlic noodles for $5. Seafood includes a half crab, shrimp and some mussels. Taste is okay but not worth the price. The noodle was at the bottom of the plate and was stuck together, probably because it was prepared a long time ago.

Also ordered crab cakes seeing all the good reviews. Taste was nothing special and portion smaller than expected. Clam chowder tastes alright, but still not that special.

Service: 
 
Waiter took away our unfinished dish without asking twice. When giving the check, he also asked directly how much I want to tip. I told him I will fill it out myself. Both practices are rude and unheard of.

3 of us spent $45 each. Definitely not coming back.
",2018-10-17,1.0
669,Alyssa H.,"My boyfriend and I came here on a Tuesday night and it was packed, but we didn't wait too long for our food to arrive. The mussel fries and lobster tails were amazing! Our server was Michael and he was so attentive and had a great personality! We are definitely coming back.
",2019-02-12,4.0
670,Roget M.,"From the location, to the ambiance, the service, and the food. This restaurant deserves the 5 stars. This was our first trip to San Francisco, and great food is pretty easy to come by... especially seafood, but again this restaurant shined in a different way. One dish that stood out more than the rest was the french fries tossed with steamed muscles laying on creamy sambuca sauce, then drizzled with garlic aioli. Wow! We had never eaten anything like it, and the sauce was divine. If I could reccomend anything to anyone from the menu it would definitely be this. Everything else was absolutely delishes, and fresh so you can go wrong here. Our server was top notch, and the view was beautiful. Walking the pier after dinner was a perfect finally to this great restaurant location. We can't wait to go back for the ""muscle fries"" next year!
",2018-11-18,5.0
